,categories,customer_rating,duration,id,level,marker,name,name_suffix,original_name,parent_ids,perex,quadkey,rating,rating_local,star_rating,star_rating_unofficial,thumbnail_url,url,lat,lng,sleeping,sightseeing,relaxing,discovering,going_out,eating,doing_sports,shopping,hiking,traveling,playing,south,west,north,east
76,"['eating', 'sightseeing']",,5400,poi:36766,poi,eating:restaurant,The Loeb Boathouse,"New York City, USA",The Loeb Boathouse,"['poi:11873', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The Central Park Lake has been popular for its ""sailing"" opportunities for hundreds of years.",032010110132011201322,0.5190163413255,0.23997141068588623,,,https://media-cdn.sygictraveldata.com/media/poi:36766,https://go.sygic.com/travel/place?id=poi:36766,40.7753511,-73.9687755,0,1,0,0,0,1,0,0,0,0,0,40.775027,-73.9690145,40.7756271,-73.9685185
77,"['eating', 'shopping']",,1800,poi:24657,poi,shopping:bakery,Magnolia Bakery,"New York City, USA",Magnolia Bakery,"['poi:28037162', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","If you have a sweet tooth, this small bakery, opened in 1996, is a must-visit for you.",032010110123313131223,0.51475323451527,0.22655855641322387,,,https://media-cdn.sygictraveldata.com/media/poi:24657,https://go.sygic.com/travel/place?id=poi:24657,40.7358908,-74.0049815,0,0,0,0,0,1,0,1,0,0,0,,,,
78,['sightseeing'],,900,poi:50191,poi,other:emergency:fire,Ghostbusters Fire Station,"New York City, USA",FDNY Ladder 8,"['poi:32867908', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Firehouse, Hook & Ladder Company 8 is a New York City Fire Department fire station, located at 14 North Moore Street at its intersection…",032010110123333130200,0.51047663750004,0.25075922430498615,,,https://media-cdn.sygictraveldata.com/media/poi:50191,https://go.sygic.com/travel/place?id=poi:50191,40.7195589,-74.0066182,0,1,0,0,0,0,0,0,0,0,0,40.7194381,-74.0066879,40.7196753,-74.0065497
79,"['sightseeing', 'traveling']",,1500,poi:17602219,poi,sightseeing:architecture:modern,World Trade Center Transportation Hub - Oculus,"New York City, USA",World Trade Center Transportation Hub - Oculus,"['poi:20893832', 'poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","World Trade Center is a terminal station on the PATH system. It is located in the World Trade Center complex, within the Financial District…",032010110301111030120,0.49014068983725,0.27881722758250566,,,https://media-cdn.sygictraveldata.com/media/poi:17602219,https://go.sygic.com/travel/place?id=poi:17602219,40.7115393,-74.0114202,0,1,0,0,0,0,0,0,0,1,0,40.7111917,-74.0119534,40.7118896,-74.0108699
80,['sightseeing'],,900,poi:50958,poi,sightseeing,Carrie Bradshaw House,"New York City, USA",Carrie Bradshaw House,"['poi:28037162', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","If you're a fan of Sex and the City, you will recognise this place with no doubts.",032010110132202022022,0.44409689236176,0.17882829974039752,,,https://media-cdn.sygictraveldata.com/media/poi:50958,https://go.sygic.com/travel/place?id=poi:50958,40.7353654,-74.0038558,0,1,0,0,0,0,0,0,0,0,0,,,,
81,"['shopping', 'sightseeing']",,7200,poi:36687,poi,shopping:centre:department_store,Saks Fifth Avenue,"New York City, USA",Saks Fifth Avenue,"['poi:28039457', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","If you like fashion and shopping, don't miss this wonderful place. Here you can buy clothes, shoes, accessories, various beautifying…",032010110132030213303,0.4387917695039,0.19131188022620513,,,https://media-cdn.sygictraveldata.com/media/poi:36687,https://go.sygic.com/travel/place?id=poi:36687,40.7580206,-73.9769532,0,1,0,0,0,0,0,1,0,0,0,40.7576428,-73.9774394,40.7583892,-73.9764501
82,"['going_out', 'sightseeing']",,7200,poi:11928,poi,discovering:art_centre,Lincoln Center for the Performing Arts,"New York City, USA",Lincoln Center for the Performing Arts,"['poi:32279614', 'poi:19917408', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Your chance to tour the place and see the backstage of the Opera - and much more. Alternatively, you can catch one of the performances here.",032010110132001332211,0.43802809153707,0.24044443088957618,,,https://media-cdn.sygictraveldata.com/media/poi:11928,https://go.sygic.com/travel/place?id=poi:11928,40.7726242,-73.9841347,0,1,0,0,1,0,0,0,0,0,0,40.7712041,-73.9860509,40.7740211,-73.9823859
83,['eating'],,7200,poi:36763,poi,eating:restaurant:american:diner,Ellen's Stardust Dinner,"New York City, USA",Ellen's Stardust Dinner,"['poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","If you want to go back to the golden era of 1950's, this might be just the place you're looking for.",032010110132021112332,0.42294756175046,0.16963814745042685,,,https://media-cdn.sygictraveldata.com/media/poi:36763,https://go.sygic.com/travel/place?id=poi:36763,40.7618484,-73.9835032,0,0,0,0,0,1,0,0,0,0,0,,,,
84,['eating'],,7200,poi:24676,poi,eating:restaurant:pizza,Grimaldi’s Pizza,"New York City, USA",Grimaldi’s Pizza,"['region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']","Proudly tracing its roots back to the first pizzeria in America, this pizzeria sells pizzas made in coal-fired brick ovens and ranks among…",032010110310002131332,0.41892257296692,0.23557197853920414,,,https://media-cdn.sygictraveldata.com/media/poi:24676,https://go.sygic.com/travel/place?id=poi:24676,40.7025856,-73.9932351,0,0,0,0,0,1,0,0,0,0,0,,,,
85,"['going_out', 'playing', 'relaxing']",,14400,poi:32283,poi,playing:park:theme,Coney Island,"New York City, USA",Coney Island,"['region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']","What is now a bustling neighbourhood full of nightlife and amusement parks used to be called a ""land without shadows"" by the native…",032010110330010203322,0.41653552733524,2.0826776366762,,,https://media-cdn.sygictraveldata.com/media/poi:32283,https://go.sygic.com/travel/place?id=poi:32283,40.5743883,-73.979747,0,0,1,0,1,0,0,0,0,0,1,40.5730691,-73.9821289,40.5754659,-73.9774671
86,"['eating', 'shopping']",,1800,poi:24183,poi,shopping:deli:candy,Dylan's Candy Bar,"New York City, USA",Dylan's Candy Bar,"['poi:28028831', 'poi:28028761', 'poi:19917437', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","If you have a sweet tooth, you should place this shop high on your to-visit list.",032010110132031013303,0.41346185263665,0.19265205193277732,,,https://media-cdn.sygictraveldata.com/media/poi:24183,https://go.sygic.com/travel/place?id=poi:24183,40.7622097,-73.9658497,0,0,0,0,0,1,0,1,0,0,0,,,,
87,['sightseeing'],,1800,poi:11884,poi,sightseeing:statue,Federal Hall National Memorial,"New York City, USA",Federal Hall National Memorial,"['poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",This pantheon-shaped building with a bronze statue of George Washington commemorates the roots of American democracy.,032010110301111231031,0.40619513973124,0.21982512450227645,,,https://media-cdn.sygictraveldata.com/media/poi:11884,https://go.sygic.com/travel/place?id=poi:11884,40.7073273,-74.0102481,0,1,0,0,0,0,0,0,0,0,0,40.7070501,-74.0105797,40.7076046,-74.0099166
88,"['sightseeing', 'sleeping']",,1800,poi:22463,poi,sightseeing:architecture:modern,Waldorf-Astoria Hotel,"New York City, USA",Waldorf-Astoria Hotel,"['poi:28039457', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The original Waldorf-Astoria Hotel was not in the same location it is today.,032010110132030332001,0.39960618058411,0.1817609702210165,,,https://media-cdn.sygictraveldata.com/media/poi:22463,https://go.sygic.com/travel/place?id=poi:22463,40.756502,-73.9733615,1,1,0,0,0,0,0,0,0,0,0,40.7559893,-73.9741878,40.7570146,-73.9725354
89,['sightseeing'],,1800,poi:11889,poi,other:place_of_worship:church:cathedral,Saint Patrick's Old Cathedral,"New York City, USA",Saint Patrick's Old Cathedral,"['poi:32867568', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The oldest Christian cathedral in New York, its construction having begun as early as 1809.",032010110132220330230,0.39895554802125,0.1746154337852633,,,https://media-cdn.sygictraveldata.com/media/poi:11889,https://go.sygic.com/travel/place?id=poi:11889,40.7235814,-73.9951977,0,1,0,0,0,0,0,0,0,0,0,40.7234086,-73.9955025,40.7237654,-73.9948834
90,['sightseeing'],,900,poi:16911000,poi,sightseeing:art:artwork,Hope,"New York City, USA",Hope,"['poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",,032010110132021111332,0.3975812529469,0.1696566253954769,,,https://media-cdn.sygictraveldata.com/media/poi:16911000,https://go.sygic.com/travel/place?id=poi:16911000,40.7629651,-73.9821294,0,1,0,0,0,0,0,0,0,0,0,,,,
91,"['discovering', 'sightseeing']",,1800,poi:12021,poi,discovering:gallery:art,Graffiti Hall of Fame,"New York City, USA",Graffiti Hall of Fame,"['poi:2025083', 'poi:28010079', 'poi:27998381', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",This wall is still in use and gradually evolves. Got its name from the famous artists that used to work here in the past - above all its…,032010110130321022321,0.39292215096527,0.3395965669599787,,,https://media-cdn.sygictraveldata.com/media/poi:12021,https://go.sygic.com/travel/place?id=poi:12021,40.7932037,-73.9480796,0,1,0,1,0,0,0,0,0,0,0,,,,
92,['traveling'],,1800,poi:52071,poi,traveling:airport:international,LaGuardia Airport,"New York City, USA",LaGuardia Airport,"['region:24620', 'city:186', 'region:106', 'country:43', 'continent:6']","One of the three major airports in New York City. Since it is set close to Manhattan, there are many buses operating to and from the airport.",032010110133011313230,0.35850961903842,1.7925480951921,,,https://media-cdn.sygictraveldata.com/media/poi:52071,https://go.sygic.com/travel/place?id=poi:52071,40.7745341,-73.8729998,0,0,0,0,0,0,0,0,0,1,0,40.7649592,-73.8892503,40.7864581,-73.8512251
93,['shopping'],,5400,poi:35000,poi,shopping:electronics,Nintendo World,"New York City, USA",Nintendo World,"['poi:11877', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Nintendo New York is the flagship specialty store of video game corporation Nintendo.,032010110132030203312,0.33600898053123,0.15656297952127946,,,https://media-cdn.sygictraveldata.com/media/poi:35000,https://go.sygic.com/travel/place?id=poi:35000,40.7579759,-73.9794142,0,0,0,0,0,0,0,1,0,0,0,,,,
94,"['discovering', 'sightseeing']",,3600,poi:22461,poi,discovering:museum,Fraunces Tavern Museum,"New York City, USA",Fraunces Tavern Museum,"['poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Fraunces Tavern is a landmark museum and restaurant in New York City, situated at 54 Pearl Street at the corner of Broad Street.",032010110301113030102,0.3325117466568,0.16635678841058543,,,https://media-cdn.sygictraveldata.com/media/poi:22461,https://go.sygic.com/travel/place?id=poi:22461,40.7034047,-74.0113934,0,1,0,1,0,0,0,0,0,0,0,,,,
95,['sightseeing'],,1800,poi:16258,poi,sightseeing:skyscraper,New York Times Building,"New York City, USA",New York Times Building,"['region:46071', 'city:186', 'region:106', 'country:43']","The New York Times Building is a skyscraper on the west side of Midtown Manhattan, New York City that was completed in 2007.",032010110132021232303,0.33203764356815,0.1483674623722222,,,https://media-cdn.sygictraveldata.com/media/poi:16258,https://go.sygic.com/travel/place?id=poi:16258,40.7558641,-73.9893043,0,1,0,0,0,0,0,0,0,0,0,,,,
96,"['sightseeing', 'shopping']",,1800,poi:57953,poi,sightseeing:architecture:modern,TriBeCa,"New York City, USA",TriBeCa,"['poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Tribeca , originally written as TriBeCa, is a neighborhood in Lower Manhattan, New York City.",032010110123331332233,0.32501447875116,0.15965545255638444,,,https://media-cdn.sygictraveldata.com/media/poi:57953,https://go.sygic.com/travel/place?id=poi:57953,40.7223524,-74.0061044,0,1,0,0,0,0,0,1,0,0,0,,,,
97,['doing_sports'],,7200,poi:11985,poi,sports:bat:baseball,Yankee Stadium,"New York City, USA",Yankee Stadium,"['poi:33000127', 'region:45945', 'city:186', 'region:106', 'country:43', 'continent:6']","If the game of baseball were to have a temple, the Yankee Stadium in Bronx, New York, just might be it.",032010110130131000231,0.32493281885384,1.4882120855760383,,,https://media-cdn.sygictraveldata.com/media/poi:11985,https://go.sygic.com/travel/place?id=poi:11985,40.8296007,-73.9264529,0,0,0,0,0,0,1,0,0,0,0,40.8283766,-73.9280849,40.8308553,-73.9249098
98,"['hiking', 'relaxing']",,3600,poi:11990,poi,relaxing:park,Hudson River Park,"New York City, USA",Hudson River Park,"['region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Hudson River Park is a waterside park on the North River, and is the part of the Manhattan Waterfront Greenway that extends from 59th…",032010110123311122203,0.31063804509656,0.15398740971558875,,,https://media-cdn.sygictraveldata.com/media/poi:11990,https://go.sygic.com/travel/place?id=poi:11990,40.743461,-74.009222,0,0,1,0,0,0,0,0,1,0,0,,,,
99,"['hiking', 'sightseeing', 'relaxing', 'discovering']",,7200,poi:11898,poi,hiking:park:nature,Brooklyn Botanic Garden,"New York City, USA",Brooklyn Botanic Garden,"['region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']",Brooklyn Botanic Garden is a botanical garden in the borough of Brooklyn in New York City.,032010110310213301002,0.3005014071812,0.6056166426690451,,,https://media-cdn.sygictraveldata.com/media/poi:11898,https://go.sygic.com/travel/place?id=poi:11898,40.6679778,-73.9639582,0,1,1,1,0,0,0,0,1,0,0,40.6633365,-73.9679049,40.6720744,-73.9613971
100,"['going_out', 'sightseeing']",,9000,poi:11882,poi,discovering:art_centre,Carnegie Hall,"New York City, USA",Carnegie Hall,"['poi:32867538', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Carnegie Hall is a concert venue in Midtown Manhattan in New York City, United States, located at 881 Seventh Avenue, occupying the east…",032010110132012221233,0.29955603259589,0.14854854100216913,,,https://media-cdn.sygictraveldata.com/media/poi:11882,https://go.sygic.com/travel/place?id=poi:11882,40.7650035,-73.9799197,0,1,0,0,1,0,0,0,0,0,0,40.7646577,-73.9803275,40.7653376,-73.9794975
101,['discovering'],,9000,poi:11923,poi,discovering:museum,Ground Zero Museum Workshop,"New York City, USA",Ground Zero Museum Workshop,"['poi:32279898', 'poi:28007489', 'city:10711', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Come visit this great exhibition - see the photos, read the stories and discover more about the fateful day.",032010110123311303331,0.29761264804289,0.13501436104771178,,,https://media-cdn.sygictraveldata.com/media/poi:11923,https://go.sygic.com/travel/place?id=poi:11923,40.74121,-74.0067195,0,0,0,1,0,0,0,0,0,0,0,,,,
102,['sightseeing'],,1800,poi:11883,poi,other:place_of_worship:church:cathedral,Cathedral of Saint John the Divine,"New York City, USA",Cathedral of Saint John the Divine,"['poi:28033785', 'poi:19917444', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",A stunning historical church right in the heart of Manhattan. Majestic and a must-see for its beautiful interior.,032010110130213112312,0.28776486082868,0.5338725645956628,,,https://media-cdn.sygictraveldata.com/media/poi:11883,https://go.sygic.com/travel/place?id=poi:11883,40.8037477,-73.9616613,0,1,0,0,0,0,0,0,0,0,0,40.8031876,-73.9627858,40.8043464,-73.9607079
103,['hiking'],,3600,poi:57791,poi,other:water:reservoir,Jacqueline Kennedy Onassis Reservoir,"New York City, USA",Jacqueline Kennedy Onassis Reservoir,"['poi:11873', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The biggest water area in Central Park was originally named ""Central Park Reservoir"".",032010110130233130231,0.28238374943771,0.21150986615668946,,,https://media-cdn.sygictraveldata.com/media/poi:57791,https://go.sygic.com/travel/place?id=poi:57791,40.7859499,-73.9620333,0,0,0,0,0,0,0,0,1,0,0,40.7820105,-73.9666684,40.7889498,-73.9574877
104,"['sightseeing', 'traveling']",,1800,poi:34976,poi,traveling:ferry_terminal,Saint George Ferry Terminal,"New York City, USA",Saint George Ferry Terminal,"['region:27146', 'city:186', 'region:106', 'country:43', 'continent:6']",Are you interested in seeing New York's skyline from the water? Explore Manhattan as well as Staten Island free of charge with this ferry.,032010110303001121332,0.28077303244968,1.4038651622484,,,https://media-cdn.sygictraveldata.com/media/poi:34976,https://go.sygic.com/travel/place?id=poi:34976,40.6441823,-74.0727936,0,1,0,0,0,0,0,0,0,1,0,40.6434838,-74.0741592,40.6448979,-74.0716114
105,['shopping'],,5400,poi:57693,poi,shopping:market:flea,Hell's Kitchen Flea Market,"New York City, USA",Hell's Kitchen Flea Market,"['poi:28023675', 'poi:28001958', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Whatever it is you seek, you will surely find it here. In this flea market, there are countless stalls with clothes, leatherwork, ceramics,…",032010110132020333000,0.2679504086025,0.10747103195438526,,,https://media-cdn.sygictraveldata.com/media/poi:57693,https://go.sygic.com/travel/place?id=poi:57693,40.7565959,-73.9941991,0,0,0,0,0,0,0,1,0,0,0,,,,
106,['eating'],,7200,poi:11930,poi,eating:restaurant:pizza,Lombardi's Pizza,"New York City, USA",Lombardi's Pizza,"['poi:32867568', 'poi:28007489', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",This one is said to be the first pizzeria in the US (it was opened in 1905).,032010110132222110202,0.26784006720005,0.11722862296608468,,,https://media-cdn.sygictraveldata.com/media/poi:11930,https://go.sygic.com/travel/place?id=poi:11930,40.7215577,-73.9956097,0,0,0,0,0,1,0,0,0,0,0,,,,
107,['traveling'],,900,poi:19032783,poi,traveling:station:train,23rd Street,"New York City, USA",23rd Street,"['poi:14713', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",23rd Street is a local station on the BMT Broadway Line of the New York City Subway.,032010110132201212300,0.26143195991975,0.11088630644424849,,,https://media-cdn.sygictraveldata.com/media/poi:19032783,https://go.sygic.com/travel/place?id=poi:19032783,40.7414824,-73.9893665,0,0,0,0,0,0,0,0,0,1,0,,,,
108,"['sightseeing', 'relaxing']",,2700,poi:50190,poi,sightseeing,South Street Seaport Historic District,"New York City, USA",South Street Seaport Historic District,"['poi:27238465', 'poi:28033300', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Take a walk around this port located in the historic part of the city where many of the oldest Manhattan buildings are located.,032010110310000222102,0.25925756569118,0.1661885128145038,,,https://media-cdn.sygictraveldata.com/media/poi:50190,https://go.sygic.com/travel/place?id=poi:50190,40.7064914,-74.003195,0,1,1,0,0,0,0,0,0,0,0,,,,
109,"['sightseeing', 'playing']",,1800,poi:57760,poi,playing:carousel,Jane's Carousel,"New York City, USA",Jane's Carousel,"['poi:2297033', 'region:24605', 'city:186', 'region:106', 'country:43', 'continent:6']","Jane's Carousel is a carved, wooden, 48-horse carousel that was built in 1922 for the Idora Park amusement park in Youngstown, Ohio by the…",032010110310003002013,0.25436485395562,0.16305220130592724,,,https://media-cdn.sygictraveldata.com/media/poi:57760,https://go.sygic.com/travel/place?id=poi:57760,40.7044232,-73.9923592,0,1,0,0,0,0,0,0,0,0,1,40.7043233,-73.9924844,40.7045231,-73.992234
110,['shopping'],,7200,poi:51045,poi,shopping:clothes,Uniqlo,"New York City, USA",Uniqlo,"['poi:20145201', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",There are four Uniqlo stores in NYC in total but this one is the largest Uniqlo store not only in New York but in the whole world.,032010110132030122023,0.25312304458157,0.1179423775594739,,,https://media-cdn.sygictraveldata.com/media/poi:51045,https://go.sygic.com/travel/place?id=poi:51045,40.7603559,-73.9762428,0,0,0,0,0,0,0,1,0,0,0,,,,
111,['eating'],,3600,poi:24662,poi,eating:restaurant,Serendipity 3,"New York City, USA",Serendipity 3,"['poi:28028831', 'poi:28028761', 'poi:19917437', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Come visit the fancy restaurant where such iconic people as Marilyn Monroe or Jackie Kennedy were often seen.,032010110132031120011,0.24991580077302,0.11644796617224287,,,https://media-cdn.sygictraveldata.com/media/poi:24662,https://go.sygic.com/travel/place?id=poi:24662,40.7618022,-73.9649382,0,0,0,0,0,1,0,0,0,0,0,,,,
112,['sightseeing'],,900,poi:57801,poi,sightseeing:architecture:modern,New York State Supreme Court,"New York City, USA",New York State Supreme Court,"['poi:17615946', 'poi:32279604', 'poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",The Supreme Court of the State of New York is the trial-level court of general jurisdiction in the New York State Unified Court System.,032010110132222223303,0.23901454866887,0.11031961362861921,,,https://media-cdn.sygictraveldata.com/media/poi:57801,https://go.sygic.com/travel/place?id=poi:57801,40.7142895,-74.0015572,0,1,0,0,0,0,0,0,0,0,0,40.7138531,-74.0022054,40.7146973,-74.0009336
113,['sightseeing'],,2700,poi:35002,poi,discovering:university,Columbia University in The City of New York,"New York City, USA",Columbia University in The City of New York,"['region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']",Check out the campus of the world-famous Columbia University comprising several historical buildings and a well-kept garden.,032010110130211330012,0.22920004316052,0.42522083653706505,,,https://media-cdn.sygictraveldata.com/media/poi:35002,https://go.sygic.com/travel/place?id=poi:35002,40.8073414,-73.9623078,0,1,0,0,0,0,0,0,0,0,0,40.803416,-73.967087,40.8106295,-73.9571168
114,['discovering'],,3600,poi:11973,poi,discovering:museum,Museum of Sex,"New York City, USA",Museum of Sex,"['poi:32279891', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","The name is self-explanatory. Check out everything about the topic presented in a respectful, yet provoking way.",032010110132201122000,0.22886225036161,0.1025772893084797,,,https://media-cdn.sygictraveldata.com/media/poi:11973,https://go.sygic.com/travel/place?id=poi:11973,40.7440373,-73.9873577,0,0,0,1,0,0,0,0,0,0,0,,,,
115,"['sightseeing', 'shopping']",,3600,poi:18157,poi,sightseeing:architecture:modern,Brookfield Place,"New York City, USA",Brookfield Place,"['poi:28333785', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Brookfield Place, built as and still commonly referred to as the World Financial Center, is a shopping center and office-building complex…",032010110301110111322,0.22829561814104,0.11421709525754623,,,https://media-cdn.sygictraveldata.com/media/poi:18157,https://go.sygic.com/travel/place?id=poi:18157,40.7129505,-74.0155074,0,1,0,0,0,0,0,1,0,0,0,,,,
116,['sightseeing'],,900,poi:57792,poi,sightseeing:obelisk,Cleopatra's Needle,"New York City, USA",Cleopatra's Needle,"['poi:11873', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Cleopatra's Needle is the popular name for each of three Ancient Egyptian obelisks re-erected in London, Paris, and New York City during…",032010110132011100220,0.22806518370412,0.10544778555920306,,,https://media-cdn.sygictraveldata.com/media/poi:57792,https://go.sygic.com/travel/place?id=poi:57792,40.7796358,-73.9653965,0,1,0,0,0,0,0,0,0,0,0,40.7795887,-73.96546,40.779683,-73.965333
117,['doing_sports'],,7200,poi:62307,poi,sports:winter:ice_rink,The Rink at Rockefeller Center,"New York City, USA",The Rink at Rockefeller Center,"['poi:11877', 'poi:32867538', 'poi:28010161', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","This is an absolute must if you are visiting New York in winter. Enjoy the lively atmosphere of this place, do some ice skating or just…",032010110132030212100,0.2275070435796,0.10600663276495123,,,https://media-cdn.sygictraveldata.com/media/poi:62307,https://go.sygic.com/travel/place?id=poi:62307,40.7586424,-73.9784189,0,0,0,0,0,0,1,0,0,0,0,40.7584601,-73.9786165,40.7588247,-73.9782212
118,['sightseeing'],,1800,poi:11888,poi,sightseeing:architecture:modern,Federal Reserve Bank of New York,"New York City, USA",Federal Reserve Bank of New York,"['region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Ever seen a gold vault with your own eyes? Here, you have a unique opportunity to see one and also learn something about money and finance…",032010110301111302031,0.22690551498921,0.12907552448559056,,,https://media-cdn.sygictraveldata.com/media/poi:11888,https://go.sygic.com/travel/place?id=poi:11888,40.708385,-74.008723,0,1,0,0,0,0,0,0,0,0,0,,,,
119,['sightseeing'],,900,poi:16259,poi,sightseeing:architecture:modern,The Trump Building,"New York City, USA",The Trump Building,"['region:46071', 'city:186', 'region:106', 'country:43']","40 Wall Street, also known as the Trump Building, is a 71-story neo-gothic skyscraper between Nassau Street and William Street in Manhattan…",032010110301111231312,0.22665382240018,0.12302212301946593,,,https://media-cdn.sygictraveldata.com/media/poi:16259,https://go.sygic.com/travel/place?id=poi:16259,40.706964,-74.009672,0,1,0,0,0,0,0,0,0,0,0,,,,
120,['sightseeing'],,900,poi:57794,poi,sightseeing:art:artwork,Balto,"New York City, USA",Balto,"['poi:11873', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Balto was a Siberian husky and sled dog who led his team on the final leg of the 1925 serum run to Nome, in which diphtheria antitoxin was…",032010110132012131113,0.22491223841968,0.11678161189663029,,,https://media-cdn.sygictraveldata.com/media/poi:57794,https://go.sygic.com/travel/place?id=poi:57794,40.7699606,-73.9710099,0,1,0,0,0,0,0,0,0,0,0,,,,
121,['discovering'],,3600,poi:34999,poi,discovering,NBC Studio Tour,"New York City, USA",NBC Studio Tour,"['region:46071', 'city:186', 'region:106', 'country:43']","NBC Studios are located in the historic 30 Rockefeller Plaza in the borough of Manhattan, New York City.",032010110132030201301,0.22222375273591,0.1069543277465306,,,https://media-cdn.sygictraveldata.com/media/poi:34999,https://go.sygic.com/travel/place?id=poi:34999,40.7591126,-73.9795311,0,0,0,1,0,0,0,0,0,0,0,,,,
122,"['eating', 'shopping']",,900,poi:24202,poi,shopping:deli:pastry,Levain Bakery,"New York City, USA",Levain Bakery,"['poi:28012236', 'poi:19917408', 'region:1981637', 'poi:28043160', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Here you can get simply the best cookies in NYC. They only have 4 different kinds and yet, people travel from all over the city here to buy…",032010110132010001201,0.2198840235466,0.11417080226720858,,,https://media-cdn.sygictraveldata.com/media/poi:24202,https://go.sygic.com/travel/place?id=poi:24202,40.7798995,-73.9803422,0,0,0,0,0,1,0,1,0,0,0,,,,
123,['shopping'],,1800,poi:11992,poi,shopping:clothes:boutique,Madison Avenue,"New York City, USA",Madison Avenue,"['city:10716', 'region:46071', 'city:186', 'region:106', 'country:43', 'continent:6']","Madison Avenue is a north-south avenue in the borough of Manhattan in New York City, United States, that carries northbound one-way traffic.",032010110132011131220,0.21780486369664,0.11309123612009651,,,https://media-cdn.sygictraveldata.com/media/poi:11992,https://go.sygic.com/travel/place?id=poi:11992,40.7776,-73.9612,0,0,0,0,0,0,0,1,0,0,0,,,,
